Date,Open,High,Low,Close,Volume
2020-01-01,137.45401188473625,170.62348107697164,100.82800622777293,113.5828569379381,1890695
2020-01-02,195.07143064099162,109.25539614945538,184.7680552013545,125.64493729351545,1000126
2020-01-03,173.19939418114052,117.77915855040752,143.051499107025,114.47115327044216,1838761
2020-01-04,159.86584841970367,198.84096073797872,176.77803394131286,104.75727871327612,4173360
2020-01-05,115.60186404424365,166.70719656255488,123.60520810821424,108.26994582106609,1500315
2020-01-06,115.59945203362027,101.01167567782926,184.02993899210105,145.68566448359985,2769246
2020-01-07,105.80836121681995,111.16186971526353,130.86617626708713,117.69670902463717,2158521
2020-01-08,186.6176145774935,172.98519460188612,91.13795340543133,135.0696847152883,3414472
2020-01-09,160.1115011743209,100.55677422308406,185.06510752402266,150.37589979403424,2299445
2020-01-10,170.80725777960456,117.68888565592485,99.58510106254403,170.94343114923018,1741426
2020-01-11,102.05844942958025,160.36071683032446,123.52793194699356,99.32433538252089,1498716
2020-01-12,196.99098521619942,176.10847174619624,189.7565065403345,182.93514387999468,4141069
2020-01-13,183.24426408004217,171.71573854528606,189.81375042844337,164.06904284399985,4321127
2020-01-14,121.23391106782762,124.66962404066157,150.21097825294504,103.99349351437591,3559272
2020-01-15,118.18249672071006,178.33971434822894,156.34290727782894,191.0936486517455,4280597
2020-01-16,118.34045098534338,126.097399624648,137.0867798077236,196.29596405849946,3276106
2020-01-17,130.42422429595376,135.79396679751946,120.78713102829678,101.71857558403501,3766230
2020-01-18,152.4756431632238,182.11405456298266,124.50977726384117,125.45654129619241,4180288
2020-01-19,143.1945018642116,171.4596188951936,160.61443788808901,183.68214077723675,3381412
2020-01-20,129.1229140198042,193.41457515435957,168.9993255909564,177.30856594220242,3002324
2020-01-21,161.18528947223794,172.3374181530378,173.1157995912141,115.2973121292015,3067801
2020-01-22,113.94938606520418,162.51394636690188,172.90990499342814,118.02842556703814,1132717
2020-01-23,129.2144648535218,110.30422446109017,99.57664082011249,135.75193130705202,4324323
2020-01-24,136.63618432936917,140.4487383365377,141.91413199377106,148.29752837101233,3745525
2020-01-25,145.6069984217036,129.1722604449898,96.04366980174765,163.00802486833254,3477014
2020-01-26,178.51759613930136,126.83886077169919,147.70053264399223,135.58050035267496,4951416
2020-01-27,119.96737821583598,207.03116102276903,136.3607026442046,145.87881877464628,1494592
2020-01-28,151.42344384136118,143.24074971334363,183.20893918962147,177.22180319471323,4245886
2020-01-29,159.24145688620425,198.12512106948247,126.84607631796825,99.03515231796577,4854261
2020-01-30,104.64504127199977,169.4252488596989,102.29203672489862,122.76806387784228,2217078
2020-01-31,160.75448519014384,187.42924338958133,105.01412661554777,173.46845444730076,4578226
2020-02-01,117.05241236872915,155.29008024157113,169.95861633033456,193.47275214559193,2954727
2020-02-02,106.50515929852796,163.4594273088995,154.9128966482074,151.2845186327233,3029454
2020-02-03,194.88855372533334,154.17694632007505,100.61788099289298,153.53248337918473,3427540
2020-02-04,196.56320330745592,121.47672865778489,98.83121464207473,106.78892124737537,2715630
2020-02-05,180.8397348116461,179.46973267876558,163.6017588032076,144.21536035058,1318408
2020-02-06,130.46137691733708,130.88495986849415,97.64011566824033,153.58789931005253,1468276
2020-02-07,109.76721140063839,102.67475630745992,176.29530622548742,121.67175539982026,2014920
2020-02-08,168.4233026512157,171.00195254978846,164.15543385143212,124.6167554044319,3154697
2020-02-09,144.01524937396013,119.48217473477538,98.54162196739948,136.5012579415085,1511411
2020-02-10,112.20382348447788,203.45044427882056,98.90795997894514,97.2078317555499,3922808
2020-02-11,149.51769101112703,204.93214347028461,193.59715574262344,130.4287082141496,4117172
2020-02-12,103.43885211152184,200.63508292424933,129.29843355439263,118.2592807696199,1884377
2020-02-13,190.9320402078782,140.7174570280989,128.91742544202356,131.0247087395706,3110376
2020-02-14,125.8779981600017,101.70022781817542,175.34395456203777,108.17383450011764,1040738
2020-02-15,166.2522284353982,202.1150418846498,189.46110062530516,192.95800088138844,4039806
2020-02-16,131.1711076089411,147.10025631490458,193.53011170140144,160.29516989094535,2898739
2020-02-17,152.0068021177811,206.33203009480366,169.10470945218887,169.70125510589384,2229336
2020-02-18,154.67102793432798,205.9981974798178,129.50725648074615,181.80883624680723,2017433
2020-02-19,118.4854455525527,193.8310401014096,98.76757525336022,149.8286418821963,4909706
2020-02-20,196.95846277645586,132.38937812765442,171.60042617238088,104.5612316896166,1466725
2020-02-21,177.51328233611144,142.36075014621179,148.63244622225955,154.08171960004026,3761089
2020-02-22,193.9498941564189,193.62503386685427,134.5433109709325,159.5525229822967,4678086
2020-02-23,189.4827350427649,134.86142056719055,185.16721043494726,176.9983421602763,2174737
2020-02-24,159.78999788110852,118.64420213547018,101.6757356421459,142.48255008526473,2581530
2020-02-25,192.18742350231167,161.24813887041853,141.7256359505402,109.03383330751201,1844193
2020-02-26,108.84925020519195,202.9770251576859,91.19213270057901,126.21534963785969,3087258
2020-02-27,119.59828624191452,176.56327763424702,139.20936740938328,134.93905260384986,1298512
2020-02-28,104.5227288910538,162.70672870983014,95.91184394659292,166.05089654647614,1662143
2020-02-29,132.53303307632643,110.68941431478454,102.47588120814756,157.7856135135803,3663354
2020-03-01,138.8677289689482,167.65079493690865,102.34025591159602,134.17063984876307,2250155
2020-03-02,127.13490317738959,208.90592351146896,158.16708172218668,203.51667736722777,3749178
2020-03-03,182.87375091519294,115.40924167601764,168.33471232286945,161.6352301292576,1996530
2020-03-04,135.67533266935894,157.01626176001105,151.25372033520176,121.0949470909594,1771253
2020-03-05,128.09345096873807,196.5110379120751,191.0281175898269,106.19607198824441,3601623
2020-03-06,154.26960831582485,181.4845479529625,129.36141084998894,111.81450531027653,3076696
2020-03-07,114.09242249747626,176.67173150947946,119.99976905959538,122.05535012229589,2378246
2020-03-08,180.21969807540398,177.27324923858203,181.2029084598933,112.67495105855113,3036915
2020-03-09,107.45506436797709,139.54402663417306,113.47756304454253,115.52237264564363,3903540
2020-03-10,198.68869366005174,132.29510286909428,191.13836664126418,126.36046855632318,4364695
2020-03-11,177.22447692966574,189.0297271026365,91.27621984243072,114.07109548242303,4978400
2020-03-12,119.87156815341724,189.11247341470988,191.8372768043021,193.64419670890675,1383152
2020-03-13,100.55221171236025,195.37795504381143,94.53179075481049,103.82571202278064,1954652
2020-03-14,181.54614284548342,200.45646078121183,183.57002693829747,152.696252852728,3191422
2020-03-15,170.6857343847617,156.24766387470316,145.40861645406147,140.14365096886277,2045482
2020-03-16,172.90071680409875,155.16679241559194,194.26130359252653,203.0616478599467,2839765
2020-03-17,177.12703466859458,187.81246968634525,97.74863929721688,107.32427923848576,2591961
2020-03-18,107.40446517340904,171.49603238555417,148.15469986213867,138.76411589503158,2714331
2020-03-19,135.84657285442725,177.21635649834735,191.77676624000537,201.64174766029058,4293041
2020-03-20,111.58690595251298,187.53719363797111,144.92527363786564,190.20578384833783,2938900
2020-03-21,186.31034258755935,197.9005875999323,156.08685700420256,184.87792780442078,3255920
2020-03-22,162.3298126827558,137.17946725366895,163.0536123433848,123.36931097494337,2295302
2020-03-23,133.08980248526493,141.31412479039383,137.7268118006162,113.79763461290725,1570451
2020-03-24,106.35583502860237,110.33801338249559,155.89359840882668,168.55075419168742,1019816
2020-03-25,131.09823217156622,163.61081550957914,151.35300275192552,197.23135880403444,1967344
2020-03-26,132.5183322026747,103.95365011764163,184.62159110155386,156.2439182315323,3855059
2020-03-27,172.9606178338064,151.21578199457062,94.77186993585308,157.87739584168898,3412149
2020-03-28,163.75574713552132,159.69090981783341,119.50113490718418,125.79770030263126,2204565
2020-03-29,188.72127425763267,131.51953773411128,189.79320582803865,179.64422265111307,2669595
2020-03-30,147.22149251619493,164.9916586625912,183.47769730854623,115.57481234132757,4822654
